source_file,row_id,caption_original,price,category,has_link,contains_renew,mentions_tip
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10641,Good afternoon babe :) You have to check out Kloe!! She just launched her OF😍 https://onlyfans.com/ she's so hot...her waist to ass ratio is unbelievable🍑 She has 50% off for the first 24 hours so don't walk...RUN to subscribe😈 Her link: https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10654,"If you didnt see my post yesterday! OF was glitchy so i dont think anyone even saw it🥺 But I made a bunch of new content specifically for today, each category contains a huge bundle of content! So just check the picture below for prices, and TIP THE POST OR TIP HERE for what type of content you'd like and ill send it in the DM's💋 The naughty category is very naughty btw😏 (Solo 🐱 video's & pillow riding video's included) Here's the link to the post: [enter link here]",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10671,"This blonde babe is so hot 🔥 she looks innocent but TRUST ME, she's as naughty as it gets 😏 She loves sexting & showing off her perfect fit body, her page is 50% right now too👀 https://onlyfans.com/",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10689,"Am i the only one that thinks is the hottest girl ever??🥵 Damn...She lives close to me and I think we're going to make some content together, any requests of what we should do?👀 Go subscribe to her page so you don't miss out when we collab!! She also does b/g content😈 https://onlyfans.com/",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10690,"Am i the only one that thinks is the hottest girl ever??🥵 Damn...She lives close to me and I think we're going to make some content together, any requests of what we should do?👀 Go subscribe to her page so you don't miss out when we collab!! She also does b/g content😈 https://onlyfans.com/",0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,10724,Milf alert😈 Sorry for the random DM but I had to ask if you've seen yet?? If not you're missing out....She's probably the hottest Milf I've ever seen tbh...annd we might make some content together👀 Her page is 50% off right now with this link only! Go subscribe to her and enjoy yourself💦 and ;) https://onlyfans.com/,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,12324,hi kings! lots of yall have been asking for my amazon wishlist so i finally made one! Once all items are bought from the list i’ll start doing lives on here🫢 go spoil me for my birthday💓💓 [enter wishlist link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,12655,Who’s ready for some spicy Thanksgiving fun? 🎡 Spin the wheel and let me serve you something hot! 🔥 [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,12656,Gobble gobble! 🦃 Spin the wheel and let me make this Thanksgiving extra tasty 😋 [enter link here],0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,13119,psa: check out my allmylinks in my bio for special discounts ;) also check out my shop [enter link here] to buy panties !! btw i'm gonna release a fleshlight with a mold of my pussy so all of u guys know what i feel like ! im so excited <3,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,13120,psa: check out my all my links in my bio for special discounts !! also check out my store [enter link here] for used panties !! also i'm so excited to announce i will be releasing a fleshlight made with a mold of my pussy sometime in the near future so all u guys know what i feel like ;) <3,0.0,Link drop,True,False,False
ALLTIME_MASS_MESSAGE_STATS - MASS.MESSAGE.STATS(has data for inactive girls).csv,13915,idk how serious you are about me🥺 but this is a great way to show me😘 click the link below 👇 [enter link here],0.0,Link drop,True,False,False
